candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
phpbb-C0513,phpbb,phpBB/phpbb/profilefields/manager.php,104,156,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0514,phpbb,phpBB/phpbb/profilefields/manager.php,181,231,sql_data_access,SQL/Data Access Region,6,,,profile,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0515,phpbb,phpBB/phpbb/profilefields/manager.php,314,386,sql_data_access,SQL/Data Access Region,10,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0516,phpbb,phpBB/phpbb/report/report_handler_pm.php,27,97,sql_data_access,SQL/Data Access Region,2,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0517,phpbb,phpBB/phpbb/report/report_handler_pm.php,97,138,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0518,phpbb,phpBB/phpbb/report/report_handler_post.php,1,175,sql_data_access,SQL/Data Access Region,13,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0519,phpbb,phpBB/phpbb/report/report_handler_post.php,33,94,sql_data_access,SQL/Data Access Region,3,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0520,phpbb,phpBB/phpbb/report/report_handler_post.php,94,176,sql_data_access,SQL/Data Access Region,10,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0521,phpbb,phpBB/phpbb/request/request.php,1,456,long_method_or_region,Long or Complex Region,53,,,,,,Extract Method,pending
phpbb-C0522,phpbb,phpBB/phpbb/request/request.php,224,277,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0523,phpbb,phpBB/phpbb/request/request_interface.php,1,177,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0524,phpbb,phpBB/phpbb/request/type_cast_helper.php,95,151,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0525,phpbb,phpBB/phpbb/routing/helper.php,95,163,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0526,phpbb,phpBB/phpbb/search/base.php,1,292,sql_data_access,SQL/Data Access Region,47,,,all;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0527,phpbb,phpBB/phpbb/search/base.php,51,132,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0528,phpbb,phpBB/phpbb/search/base.php,132,241,sql_data_access,SQL/Data Access Region,17,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0529,phpbb,phpBB/phpbb/search/base.php,241,293,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0530,phpbb,phpBB/phpbb/search/fulltext_mysql.php,1,1156,mixed_php_html_sql,SQL in Presentation Logic,163,,,all;an;cache;start;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0531,phpbb,phpBB/phpbb/search/fulltext_mysql.php,215,354,long_method_or_region,Long or Complex Region,27,,,,,,Extract Method,pending
phpbb-C0532,phpbb,phpBB/phpbb/search/fulltext_mysql.php,354,396,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0533,phpbb,phpBB/phpbb/search/fulltext_mysql.php,396,660,sql_data_access,SQL/Data Access Region,45,,,all;cache;start;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0534,phpbb,phpBB/phpbb/search/fulltext_mysql.php,660,913,sql_data_access,SQL/Data Access Region,39,,,all;cache;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0535,phpbb,phpBB/phpbb/search/fulltext_mysql.php,954,1023,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0536,phpbb,phpBB/phpbb/search/fulltext_native.php,1,1987,mixed_php_html_sql,SQL in Presentation Logic,271,,,account;all;blocks;cache;fulltext_native;it;start;the;words,#fulltext_native_common_thres;#fulltext_native_load_upd;#fulltext_native_max_chars;#fulltext_native_min_chars;#w$w_num.word_id;.radio,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0537,phpbb,phpBB/phpbb/search/fulltext_native.php,191,510,sql_data_access,SQL/Data Access Region,63,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0538,phpbb,phpBB/phpbb/search/fulltext_native.php,510,1010,sql_data_access,SQL/Data Access Region,78,,,account;all;cache;start;the,#w$w_num.word_id,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0539,phpbb,phpBB/phpbb/search/fulltext_native.php,1010,1313,sql_data_access,SQL/Data Access Region,47,,,all;cache;the;words,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0540,phpbb,phpBB/phpbb/search/fulltext_native.php,1313,1387,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0541,phpbb,phpBB/phpbb/search/fulltext_native.php,1387,1544,sql_data_access,SQL/Data Access Region,19,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0542,phpbb,phpBB/phpbb/search/fulltext_native.php,1544,1602,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0543,phpbb,phpBB/phpbb/search/fulltext_native.php,1602,1665,sql_data_access,SQL/Data Access Region,8,,,it;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0544,phpbb,phpBB/phpbb/search/fulltext_native.php,1730,1956,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
phpbb-C0545,phpbb,phpBB/phpbb/search/fulltext_postgres.php,1,1104,mixed_php_html_sql,SQL in Presentation Logic,148,,,all;an;cache;pg_catalog;pg_ts_config;start;the,#fulltext_postgres_max_word_len;#fulltext_postgres_min_word_len,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0546,phpbb,phpBB/phpbb/search/fulltext_postgres.php,196,287,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
phpbb-C0547,phpbb,phpBB/phpbb/search/fulltext_postgres.php,287,329,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0548,phpbb,phpBB/phpbb/search/fulltext_postgres.php,329,609,sql_data_access,SQL/Data Access Region,45,,,all;cache;start;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0549,phpbb,phpBB/phpbb/search/fulltext_postgres.php,609,884,sql_data_access,SQL/Data Access Region,40,,,all;cache;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0550,phpbb,phpBB/phpbb/search/fulltext_postgres.php,1017,1058,sql_data_access,SQL/Data Access Region,7,,,pg_catalog;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0551,phpbb,phpBB/phpbb/search/fulltext_postgres.php,1058,1105,sql_data_access,SQL/Data Access Region,7,,,pg_ts_config,#fulltext_postgres_max_word_len;#fulltext_postgres_min_word_len,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0552,phpbb,phpBB/phpbb/search/fulltext_sphinx.php,1,974,mixed_php_html_sql,SQL in Presentation Logic,114,,,an;object;the;topic_last_post_time,#fulltext_sphinx_data_path;#fulltext_sphinx_host;#fulltext_sphinx_indexer_mem_limit;#fulltext_sphinx_port;#sphinx_config_data;.error,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0553,phpbb,phpBB/phpbb/search/fulltext_sphinx.php,233,434,sql_data_access,SQL/Data Access Region,20,,,an,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0554,phpbb,phpBB/phpbb/search/fulltext_sphinx.php,481,739,long_method_or_region,Long or Complex Region,53,,,,,,Extract Method,pending
phpbb-C0555,phpbb,phpBB/phpbb/template/asset.php,64,122,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0556,phpbb,phpBB/phpbb/template/context.php,264,334,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0557,phpbb,phpBB/phpbb/template/context.php,334,417,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
phpbb-C0558,phpbb,phpBB/phpbb/template/context.php,417,594,long_method_or_region,Long or Complex Region,31,,,,,,Extract Method,pending
phpbb-C0559,phpbb,phpBB/phpbb/textformatter/data_access.php,1,252,sql_data_access,SQL/Data Access Region,16,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0560,phpbb,phpBB/phpbb/tree/nestedset.php,1,875,sql_data_access,SQL/Data Access Region,67,,,parent;the;their,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0561,phpbb,phpBB/phpbb/tree/nestedset.php,220,338,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0562,phpbb,phpBB/phpbb/tree/nestedset.php,354,459,sql_data_access,SQL/Data Access Region,9,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0563,phpbb,phpBB/phpbb/tree/nestedset.php,459,557,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0564,phpbb,phpBB/phpbb/tree/nestedset.php,632,676,sql_data_access,SQL/Data Access Region,4,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0565,phpbb,phpBB/phpbb/tree/nestedset.php,805,876,sql_data_access,SQL/Data Access Region,10,,,the;their,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0566,phpbb,phpBB/phpbb/textformatter/s9e/bbcode_merger.php,1,180,sql_data_access,SQL/Data Access Region,15,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0567,phpbb,phpBB/phpbb/textformatter/s9e/factory.php,1,651,mixed_php_html,Mixed PHP/HTML,80,,,,.emoji;.postimage;.smilies,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0568,phpbb,phpBB/phpbb/textformatter/s9e/factory.php,192,380,long_method_or_region,Long or Complex Region,19,,,,.emoji;.smilies,,Extract Method,pending
phpbb-C0569,phpbb,phpBB/phpbb/textformatter/s9e/factory.php,481,536,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0570,phpbb,phpBB/phpbb/textformatter/s9e/factory.php,536,617,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0571,phpbb,phpBB/phpbb/textformatter/s9e/parser.php,196,247,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0572,phpbb,phpBB/phpbb/template/twig/lexer.php,23,150,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0573,phpbb,phpBB/phpbb/template/twig/lexer.php,206,279,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0574,phpbb,phpBB/phpbb/template/twig/lexer.php,279,311,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0575,phpbb,phpBB/phpbb/template/twig/twig.php,230,309,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0576,phpbb,phpBB/phpbb/search/sphinx/config.php,80,274,long_method_or_region,Long or Complex Region,30,,,,,,Extract Method,pending
phpbb-C0577,phpbb,phpBB/phpbb/report/controller/report.php,1,319,mixed_php_html,Mixed PHP/HTML,39,,,,,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0578,phpbb,phpBB/phpbb/report/controller/report.php,97,253,long_method_or_region,Long or Complex Region,26,,,,,,Extract Method,pending
phpbb-C0579,phpbb,phpBB/phpbb/profilefields/type/type_bool.php,1,415,mixed_php_html,Mixed PHP/HTML,48,,,,.radio,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0580,phpbb,phpBB/phpbb/profilefields/type/type_bool.php,201,249,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0581,phpbb,phpBB/phpbb/profilefields/type/type_bool.php,324,368,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0582,phpbb,phpBB/phpbb/profilefields/type/type_date.php,1,374,mixed_php_html,Mixed PHP/HTML,46,,,,.radio,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0583,phpbb,phpBB/phpbb/profilefields/type/type_date.php,224,279,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0584,phpbb,phpBB/phpbb/profilefields/type/type_int.php,1,249,mixed_php_html,Mixed PHP/HTML,18,,,,,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0585,phpbb,phpBB/phpbb/notification/method/board.php,1,399,sql_data_access,SQL/Data Access Region,52,,,if,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0586,phpbb,phpBB/phpbb/notification/method/board.php,128,265,sql_data_access,SQL/Data Access Region,14,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0587,phpbb,phpBB/phpbb/notification/method/messenger_base.php,68,135,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0588,phpbb,phpBB/phpbb/notification/method/method_interface.php,1,149,sql_data_access,SQL/Data Access Region,21,,,a,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0589,phpbb,phpBB/phpbb/notification/type/base.php,1,577,sql_data_access,SQL/Data Access Region,44,,,all;in;notification;the;this,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0590,phpbb,phpBB/phpbb/notification/type/base.php,423,522,sql_data_access,SQL/Data Access Region,16,,,this,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0591,phpbb,phpBB/phpbb/notification/type/bookmark.php,67,124,sql_data_access,SQL/Data Access Region,5,,,their,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0592,phpbb,phpBB/phpbb/notification/type/post.php,1,467,sql_data_access,SQL/Data Access Region,44,,,find_users_for_notification;post;submit_post;the;their;this,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0593,phpbb,phpBB/phpbb/notification/type/post.php,112,180,sql_data_access,SQL/Data Access Region,6,,,their,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0594,phpbb,phpBB/phpbb/notification/type/post.php,414,468,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0595,phpbb,phpBB/phpbb/notification/type/quote.php,72,111,sql_data_access,SQL/Data Access Region,4,,,a,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0596,phpbb,phpBB/phpbb/notification/type/topic.php,1,307,sql_data_access,SQL/Data Access Region,20,,,find_users_for_notification;submit_post;the;this;topic,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0597,phpbb,phpBB/phpbb/install/helper/container_factory.php,122,192,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0598,phpbb,phpBB/phpbb/install/helper/database.php,1,439,sql_data_access,SQL/Data Access Region,52,,,NLS_DATABASE_PARAMETERS;single,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0599,phpbb,phpBB/phpbb/install/helper/database.php,244,311,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0600,phpbb,phpBB/phpbb/install/helper/database.php,311,440,sql_data_access,SQL/Data Access Region,20,,,NLS_DATABASE_PARAMETERS,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0601,phpbb,phpBB/phpbb/install/module/update_filesystem/task/diff_files.php,96,241,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0602,phpbb,phpBB/phpbb/install/module/update_filesystem/task/file_check.php,84,236,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
phpbb-C0603,phpbb,phpBB/phpbb/install/module/update_filesystem/task/show_file_status.php,85,158,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0604,phpbb,phpBB/phpbb/install/module/update_filesystem/task/update_files.php,101,243,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0605,phpbb,phpBB/phpbb/install/module/update_database/task/update.php,114,222,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0606,phpbb,phpBB/phpbb/install/module/update_database/task/update_extensions.php,1,263,sql_data_access,SQL/Data Access Region,19,,,and;available;database;extensions;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0607,phpbb,phpBB/phpbb/install/module/update_database/task/update_extensions.php,125,225,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0608,phpbb,phpBB/phpbb/install/module/requirements/task/check_filesystem.php,140,201,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0609,phpbb,phpBB/phpbb/install/module/requirements/task/check_filesystem.php,201,267,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0610,phpbb,phpBB/phpbb/install/module/requirements/task/check_update.php,114,183,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0611,phpbb,phpBB/phpbb/install/module/obtain_data/task/obtain_database_data.php,207,258,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0612,phpbb,phpBB/phpbb/install/module/obtain_data/task/obtain_email_data.php,48,161,long_method_or_region,Long or Complex Region,4,,,,,,Extract Method,pending
phpbb-C0613,phpbb,phpBB/phpbb/install/module/obtain_data/task/obtain_server_data.php,50,190,long_method_or_region,Long or Complex Region,9,,,,,,Extract Method,pending
phpbb-C0614,phpbb,phpBB/phpbb/install/module/install_finish/task/install_extensions.php,1,207,sql_data_access,SQL/Data Access Region,12,,,database;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0615,phpbb,phpBB/phpbb/install/module/install_database/task/add_config_settings.php,1,372,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0616,phpbb,phpBB/phpbb/install/module/install_database/task/add_config_settings.php,127,360,sql_data_access,SQL/Data Access Region,12,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0617,phpbb,phpBB/phpbb/install/module/install_database/task/create_schema.php,109,222,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0618,phpbb,phpBB/phpbb/install/module/install_data/task/add_bots.php,167,251,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0619,phpbb,phpBB/phpbb/install/module/install_data/task/add_languages.php,54,109,sql_data_access,SQL/Data Access Region,5,,,field,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0620,phpbb,phpBB/phpbb/install/module/install_data/task/add_modules.php,1,568,sql_data_access,SQL/Data Access Region,44,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0621,phpbb,phpBB/phpbb/install/module/install_data/task/add_modules.php,167,369,long_method_or_region,Long or Complex Region,36,,,,,,Extract Method,pending
phpbb-C0622,phpbb,phpBB/phpbb/install/module/install_data/task/add_modules.php,369,507,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0623,phpbb,phpBB/phpbb/install/module/install_data/task/add_modules.php,507,556,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0624,phpbb,phpBB/phpbb/install/helper/iohandler/ajax_iohandler.php,166,244,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0625,phpbb,phpBB/phpbb/install/helper/iohandler/ajax_iohandler.php,268,365,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0626,phpbb,phpBB/phpbb/help/controller/faq.php,24,166,long_method_or_region,Long or Complex Region,1,,,,,,Extract Method,pending
phpbb-C0627,phpbb,phpBB/phpbb/files/types/form.php,79,139,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0628,phpbb,phpBB/phpbb/files/types/remote.php,83,178,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0629,phpbb,phpBB/phpbb/feed/controller/feed.php,1,411,sql_data_access,SQL/Data Access Region,39,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0630,phpbb,phpBB/phpbb/feed/controller/feed.php,294,407,long_method_or_region,Long or Complex Region,21,,,,,,Extract Method,pending
phpbb-C0631,phpbb,phpBB/phpbb/db/driver/driver.php,1,1219,mixed_php_html_sql,SQL in Presentation Logic,151,,,all;cache;match;statement;the,#acp;#content;#errorpage;#page-body;#page-footer;#page-header;#wrap;.corners-bottom;.corners-top;.panel;.row1;.row3,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0632,phpbb,phpBB/phpbb/db/driver/driver.php,423,490,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0633,phpbb,phpBB/phpbb/db/driver/driver.php,490,538,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0634,phpbb,phpBB/phpbb/db/driver/driver.php,630,683,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0635,phpbb,phpBB/phpbb/db/driver/driver.php,702,814,long_method_or_region,Long or Complex Region,24,,,,,,Extract Method,pending
phpbb-C0636,phpbb,phpBB/phpbb/db/driver/driver.php,826,940,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0637,phpbb,phpBB/phpbb/db/driver/driver.php,940,1010,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0638,phpbb,phpBB/phpbb/db/driver/driver.php,1010,1201,long_method_or_region,Long or Complex Region,21,,,,#acp;#content;#errorpage;#page-body;#page-footer;#page-header;#wrap;.corners-bottom;.corners-top;.panel;.row1;.row3,,Extract Method,pending
phpbb-C0639,phpbb,phpBB/phpbb/db/driver/driver_interface.php,1,453,sql_data_access,SQL/Data Access Region,40,,,Array;Table;an;array;entries;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0640,phpbb,phpBB/phpbb/db/driver/mssqlnative.php,1,451,mixed_php_html_sql,SQL in Presentation Logic,59,,,LIMIT;account,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0641,phpbb,phpBB/phpbb/db/driver/mssqlnative.php,120,188,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0642,phpbb,phpBB/phpbb/db/driver/mssqlnative.php,188,229,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0643,phpbb,phpBB/phpbb/db/driver/mssql_odbc.php,33,90,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0644,phpbb,phpBB/phpbb/db/driver/mssql_odbc.php,148,215,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0645,phpbb,phpBB/phpbb/db/driver/mysql.php,1,503,mixed_php_html_sql,SQL in Presentation Logic,75,,,account,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0646,phpbb,phpBB/phpbb/db/driver/mysql.php,32,117,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
phpbb-C0647,phpbb,phpBB/phpbb/db/driver/mysql.php,168,234,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0648,phpbb,phpBB/phpbb/db/driver/mysql.php,389,504,sql_data_access,SQL/Data Access Region,23,,,account,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0649,phpbb,phpBB/phpbb/db/driver/mysqli.php,1,490,mixed_php_html_sql,SQL in Presentation Logic,72,,,account,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0650,phpbb,phpBB/phpbb/db/driver/mysqli.php,29,115,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0651,phpbb,phpBB/phpbb/db/driver/mysqli.php,170,231,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0652,phpbb,phpBB/phpbb/db/driver/mysqli.php,372,491,sql_data_access,SQL/Data Access Region,24,,,account,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0653,phpbb,phpBB/phpbb/db/driver/oracle.php,1,822,mixed_php_html_sql,SQL in Presentation Logic,169,,,DUAL;USER_TABLES;a;account;other;our;plan_table;the;v,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0654,phpbb,phpBB/phpbb/db/driver/oracle.php,27,80,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0655,phpbb,phpBB/phpbb/db/driver/oracle.php,161,243,long_method_or_region,Long or Complex Region,29,,,,,,Extract Method,pending
phpbb-C0656,phpbb,phpBB/phpbb/db/driver/oracle.php,243,471,sql_data_access,SQL/Data Access Region,81,,,other;our,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0657,phpbb,phpBB/phpbb/db/driver/oracle.php,726,823,sql_data_access,SQL/Data Access Region,9,,,USER_TABLES;account;plan_table;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0658,phpbb,phpBB/phpbb/db/driver/postgres.php,1,501,mixed_php_html_sql,SQL in Presentation Logic,70,,,account,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0659,phpbb,phpBB/phpbb/db/driver/postgres.php,29,119,sql_data_access,SQL/Data Access Region,20,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0660,phpbb,phpBB/phpbb/db/driver/postgres.php,170,238,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0661,phpbb,phpBB/phpbb/db/driver/postgres.php,442,502,sql_data_access,SQL/Data Access Region,13,,,account,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0662,phpbb,phpBB/phpbb/db/driver/sqlite3.php,1,431,mixed_php_html_sql,SQL in Presentation Logic,69,,,account;query,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0663,phpbb,phpBB/phpbb/db/driver/sqlite3.php,115,201,sql_data_access,SQL/Data Access Region,16,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0664,phpbb,phpBB/phpbb/db/driver/sqlite3.php,374,432,sql_data_access,SQL/Data Access Region,13,,,account,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0665,phpbb,phpBB/phpbb/db/extractor/base_extractor.php,104,183,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0666,phpbb,phpBB/phpbb/db/extractor/mssql_extractor.php,1,415,sql_data_access,SQL/Data Access Region,47,,,INFORMATION_SCHEMA;a;current;database,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0667,phpbb,phpBB/phpbb/db/extractor/mssql_extractor.php,60,176,sql_data_access,SQL/Data Access Region,16,,,INFORMATION_SCHEMA,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0668,phpbb,phpBB/phpbb/db/extractor/mssql_extractor.php,200,316,sql_data_access,SQL/Data Access Region,14,,,INFORMATION_SCHEMA;a;current;database,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0669,phpbb,phpBB/phpbb/db/extractor/mssql_extractor.php,316,416,sql_data_access,SQL/Data Access Region,12,,,INFORMATION_SCHEMA;a;current,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0670,phpbb,phpBB/phpbb/db/extractor/mysql_extractor.php,1,403,sql_data_access,SQL/Data Access Region,49,,,database,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0671,phpbb,phpBB/phpbb/db/extractor/mysql_extractor.php,99,189,sql_data_access,SQL/Data Access Region,12,,,database,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0672,phpbb,phpBB/phpbb/db/extractor/mysql_extractor.php,189,284,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
